  slev   sx    sy dlev   dx    dy  count       per       cum
b   14 4825 10228   14 4826 10221    283 1.011587e-03  99.320653
b   14 4823 10224   14 4823 10220    282 1.008013e-03  99.321661
b   14 4825 10227   14 4826 10220    282 1.008013e-03  99.322669
b   14 4826 10224   14 4824 10227    281 1.004438e-03  99.323674
b   14 4826 10223   14 4825 10227    281 1.004438e-03  99.324678
b   14 4827 10227   14 4826 10224    280 1.000864e-03  99.325679
b   14 4823 10224   14 4829 10225    280 1.000864e-03  99.326680
b   14 4827 10225   14 4829 10227    279 9.972891e-04  99.327677
b   14 4824 10222   14 4823 10222    278 9.937146e-04  99.328671
b   14 4825 10223   14 4825 10221    278 9.937146e-04  99.329664
b   14 4825 10230   14 4825 10228    278 9.937146e-04  99.330658
b   14 4826 10227   14 4826 10220    278 9.937146e-04  99.331652
b   14 4825 10219   14 4825 10220    277 9.901401e-04  99.332642
b   14 4824 10221   14 4827 10222    277 9.901401e-04  99.333632
b   14 4826 10227   14 4830 10230    277 9.901401e-04  99.334622
b   14 4826 10221   14 4824 10224    276 9.865656e-04  99.335609
b   14 4825 10225   14 4828 10230    275 9.829910e-04  99.336592
b   14 4827 10230   14 4828 10230    275 9.829910e-04  99.337575
b   14 4823 10221   14 4824 10222    274 9.794165e-04  99.338554
b   14 4829 10225   14 4827 10226    274 9.794165e-04  99.339534
b   14 4825 10225   14 4828 10224    274 9.794165e-04  99.340513
b   14 4825 10224   14 4828 10225    274 9.794165e-04  99.341493
b   14 4828 10227   14 4828 10228    274 9.794165e-04  99.342472
b   14 4825 10225   14 4823 10219    273 9.758420e-04  99.343448
b   14 4825 10220   14 4824 10221    273 9.758420e-04  99.344424
b   14 4826 10224   14 4828 10227    273 9.758420e-04  99.345399
b   14 4827 10226   14 4823 10223    271 9.686930e-04  99.346368
b   14 4824 10228   14 4823 10226    271 9.686930e-04  99.347337
b   14 4826 10221   14 4826 10224    271 9.686930e-04  99.348306
b   14 4826 10229   14 4828 10229    271 9.686930e-04  99.349274
b   14 4826 10227   14 4828 10224    270 9.651185e-04  99.350239
b   14 4824 10227   14 4826 10220    269 9.615440e-04  99.351201
b   14 4827 10221   14 4827 10222    269 9.615440e-04  99.352162
b   14 4827 10222   14 4828 10223    268 9.579694e-04  99.353120
b   14 4824 10228   14 4823 10223    266 9.508204e-04  99.354071
b   14 4824 10221   14 4827 10223    266 9.508204e-04  99.355022
b   14 4823 10224   14 4830 10224    266 9.508204e-04  99.355973
b   14 4826 10228   14 4824 10221    265 9.472459e-04  99.356920
b   14 4826 10227   14 4825 10230    264 9.436714e-04  99.357864
b   14 4823 10225   14 4823 10219    263 9.400969e-04  99.358804
b   14 4828 10227   14 4825 10227    263 9.400969e-04  99.359744
b   14 4825 10222   14 4823 10219    262 9.365224e-04  99.360681
b   14 4826 10227   14 4823 10219    262 9.365224e-04  99.361617
b   14 4825 10221   14 4825 10224    262 9.365224e-04  99.362554
b   14 4825 10221   14 4827 10223    262 9.365224e-04  99.363490
b   14 4825 10229   14 4828 10230    262 9.365224e-04  99.364427
b   14 4827 10229   14 4829 10230    262 9.365224e-04  99.365363
b   14 4826 10224   14 4826 10228    261 9.329479e-04  99.366296
b   14 4826 10223   14 4827 10227    261 9.329479e-04  99.367229
b   14 4830 10225   14 4829 10225    260 9.293733e-04  99.368158
b   14 4826 10225   14 4824 10227    259 9.257988e-04  99.369084
b   14 4826 10224   14 4825 10228    259 9.257988e-04  99.370010
b   14 4826 10221   14 4825 10220    258 9.222243e-04  99.370932
b   14 4823 10226   14 4826 10221    258 9.222243e-04  99.371854
b   14 4823 10223   14 4827 10228    258 9.222243e-04  99.372777
b   14 4824 10224   14 4823 10222    257 9.186498e-04  99.373695
b   14 4825 10228   14 4826 10222    257 9.186498e-04  99.374614
b   14 4823 10226   14 4826 10226    257 9.186498e-04  99.375533
b   14 4824 10221   14 4825 10225    256 9.150753e-04  99.376448
b   14 4824 10221   14 4826 10227    256 9.150753e-04  99.377363
b   14 4826 10223   14 4827 10226    256 9.150753e-04  99.378278
b   14 4824 10225   14 4830 10230    256 9.150753e-04  99.379193
b   14 4826 10224   14 4826 10220    255 9.115008e-04  99.380104
b   14 4825 10225   14 4828 10222    255 9.115008e-04  99.381016
b   14 4827 10227   14 4823 10223    254 9.079263e-04  99.381924
b   14 4826 10223   14 4827 10225    254 9.079263e-04  99.382832
b   14 4823 10224   14 4822 10219    253 9.043518e-04  99.383736
b   14 4825 10223   14 4825 10225    253 9.043518e-04  99.384640
b   14 4823 10225   14 4827 10221    253 9.043518e-04  99.385545
b   14 4825 10224   14 4825 10219    252 9.007772e-04  99.386446
b   14 4828 10226   14 4826 10227    252 9.007772e-04  99.387346
b   14 4824 10223   14 4826 10229    252 9.007772e-04  99.388247
b   14 4827 10223   14 4824 10225    251 8.972027e-04  99.389144
b   14 4827 10228   14 4825 10227    251 8.972027e-04  99.390042
b   14 4826 10225   14 4827 10223    251 8.972027e-04  99.390939
b   14 4828 10222   14 4828 10222    251 8.972027e-04  99.391836
b   14 4824 10226   14 4829 10220    251 8.972027e-04  99.392733
b   14 4825 10224   14 4828 10226    250 8.936282e-04  99.393627
b   14 4826 10230   14 4823 10226    249 8.900537e-04  99.394517
b   14 4826 10223   14 4824 10227    249 8.900537e-04  99.395407
b   14 4825 10221   14 4823 10223    248 8.864792e-04  99.396293
b   14 4824 10221   14 4823 10225    248 8.864792e-04  99.397180
b   14 4826 10224   14 4824 10220    248 8.864792e-04  99.398066
b   14 4825 10220   14 4824 10222    248 8.864792e-04  99.398953
b   14 4824 10223   14 4826 10225    248 8.864792e-04  99.399839
b   14 4825 10226   14 4827 10224    248 8.864792e-04  99.400726
b   14 4828 10225   14 4828 10227    248 8.864792e-04  99.401612
b   14 4823 10225   14 4827 10230    247 8.829047e-04  99.402495
b   14 4823 10226   14 4826 10222    246 8.793302e-04  99.403374
b   14 4825 10222   14 4828 10223    246 8.793302e-04  99.404254
b   14 4825 10228   14 4828 10229    246 8.793302e-04  99.405133
b   14 4825 10229   14 4827 10227    245 8.757557e-04  99.406009
b   14 4828 10227   14 4829 10225    245 8.757557e-04  99.406885
b   14 4823 10219   14 4823 10219    244 8.721811e-04  99.407757
b   14 4826 10228   14 4825 10230    244 8.721811e-04  99.408629
b   14 4830 10227   14 4827 10220    244 8.721811e-04  99.409501
b   14 4826 10226   14 4830 10225    244 8.721811e-04  99.410373
b   14 4825 10222   14 4826 10228    243 8.686066e-04  99.411242
b   14 4825 10225   14 4827 10221    242 8.650321e-04  99.412107
b   14 4829 10227   14 4827 10228    242 8.650321e-04  99.412972
b   14 4826 10221   14 4826 10219    240 8.578831e-04  99.413830
b   14 4827 10229   14 4829 10227    240 8.578831e-04  99.414688
b   14 4825 10222   14 4823 10220    239 8.543086e-04  99.415542
b   14 4824 10223   14 4825 10220    239 8.543086e-04  99.416396
b   14 4825 10222   14 4826 10225    238 8.507341e-04  99.417247
b   14 4827 10227   14 4827 10229    238 8.507341e-04  99.418098
b   14 4825 10221   14 4826 10219    237 8.471595e-04  99.418945
b   14 4828 10230   14 4827 10230    237 8.471595e-04  99.419792
b   14 4825 10229   14 4824 10223    236 8.435850e-04  99.420636
b   14 4826 10222   14 4824 10225    236 8.435850e-04  99.421479
b   14 4825 10220   14 4825 10219    236 8.435850e-04  99.422323
b   14 4827 10230   14 4826 10227    236 8.435850e-04  99.423167
b   14 4824 10225   14 4828 10220    236 8.435850e-04  99.424010
b   14 4830 10227   14 4828 10221    236 8.435850e-04  99.424854
b   14 4823 10223   14 4829 10224    236 8.435850e-04  99.425697
b   14 4826 10225   14 4829 10226    236 8.435850e-04  99.426541
b   14 4825 10221   14 4823 10224    235 8.400105e-04  99.427381
b   14 4825 10223   14 4823 10224    235 8.400105e-04  99.428221
b   14 4828 10227   14 4824 10225    235 8.400105e-04  99.429061
b   14 4826 10224   14 4825 10219    235 8.400105e-04  99.429901
b   14 4825 10221   14 4825 10223    235 8.400105e-04  99.430741
b   14 4823 10225   14 4826 10219    235 8.400105e-04  99.431581
b   14 4829 10227   14 4826 10219    235 8.400105e-04  99.432421
b   14 4825 10222   14 4827 10220    235 8.400105e-04  99.433261
b   14 4825 10227   14 4829 10224    234 8.364360e-04  99.434097
b   14 4826 10225   14 4830 10227    234 8.364360e-04  99.434934
b   14 4824 10228   14 4825 10225    233 8.328615e-04  99.435767
b   14 4824 10226   14 4828 10219    233 8.328615e-04  99.436600
b   14 4826 10229   14 4827 10227    231 8.257125e-04  99.437425
b   14 4826 10226   14 4824 10228    230 8.221380e-04  99.438247
b   14 4826 10222   14 4828 10222    230 8.221380e-04  99.439070
b   14 4827 10227   14 4828 10228    230 8.221380e-04  99.439892
b   14 4826 10229   14 4829 10230    230 8.221380e-04  99.440714
b   14 4829 10226   14 4830 10227    230 8.221380e-04  99.441536
b   14 4828 10226   14 4829 10227    229 8.185634e-04  99.442355
b   14 4829 10227   14 4824 10219    228 8.149889e-04  99.443170
b   14 4827 10226   14 4825 10224    228 8.149889e-04  99.443985
b   14 4826 10226   14 4826 10222    228 8.149889e-04  99.444800
b   14 4828 10227   14 4826 10228    228 8.149889e-04  99.445615
b   14 4825 10228   14 4829 10230    228 8.149889e-04  99.446429
b   14 4824 10226   14 4830 10221    228 8.149889e-04  99.447244
b   14 4824 10222   14 4827 10225    226 8.078399e-04  99.448052
b   14 4826 10224   14 4828 10225    223 7.971164e-04  99.448849
b   14 4823 10226   14 4826 10225    222 7.935419e-04  99.449643
b   14 4825 10223   14 4826 10227    222 7.935419e-04  99.450437
b   14 4823 10225   14 4829 10225    222 7.935419e-04  99.451230
b   14 4823 10225   14 4830 10224    222 7.935419e-04  99.452024
b   14 4826 10226   14 4830 10224    222 7.935419e-04  99.452817
b   14 4827 10225   14 4830 10224    222 7.935419e-04  99.453611
b   14 4827 10223   14 4825 10224    221 7.899673e-04  99.454401
b   14 4827 10227   14 4826 10230    221 7.899673e-04  99.455191
b   14 4823 10223   14 4827 10220    221 7.899673e-04  99.455981
b   14 4827 10227   14 4827 10228    221 7.899673e-04  99.456771
b   14 4828 10221   14 4828 10221    221 7.899673e-04  99.457561
b   14 4825 10224   14 4824 10220    219 7.828183e-04  99.458343
b   14 4827 10228   14 4825 10229    219 7.828183e-04  99.459126
b   14 4823 10225   14 4827 10228    219 7.828183e-04  99.459909
b   14 4829 10225   14 4829 10227    218 7.792438e-04  99.460688
b   14 4827 10225   14 4830 10226    218 7.792438e-04  99.461467
b   14 4825 10222   14 4830 10227    218 7.792438e-04  99.462247
b   14 4829 10227   14 4823 10219    216 7.720948e-04  99.463019
b   14 4827 10228   14 4824 10226    216 7.720948e-04  99.463791
b   14 4826 10222   14 4825 10224    216 7.720948e-04  99.464563
b   14 4828 10225   14 4828 10224    216 7.720948e-04  99.465335
b   14 4830 10226   14 4830 10225    216 7.720948e-04  99.466107
b   14 4830 10227   14 4830 10222    216 7.720948e-04  99.466879
b   14 4826 10221   14 4824 10221    215 7.685203e-04  99.467648
b   14 4827 10225   14 4825 10224    215 7.685203e-04  99.468416
b   14 4825 10223   14 4828 10223    215 7.685203e-04  99.469185
b   14 4830 10227   14 4829 10223    215 7.685203e-04  99.469953
b   14 4824 10225   14 4830 10223    215 7.685203e-04  99.470722
b   14 4827 10223   14 4824 10222    214 7.649458e-04  99.471487
b   14 4826 10221   14 4824 10225    214 7.649458e-04  99.472252
b   14 4824 10226   14 4827 10219    214 7.649458e-04  99.473017
b   14 4826 10223   14 4826 10220    213 7.613712e-04  99.473778
b   14 4823 10223   14 4828 10221    213 7.613712e-04  99.474539
b   14 4830 10225   14 4825 10226    212 7.577967e-04  99.475297
b   14 4825 10225   14 4829 10224    212 7.577967e-04  99.476055
b   14 4824 10221   14 4825 10224    211 7.542222e-04  99.476809
b   14 4826 10222   14 4826 10220    210 7.506477e-04  99.477560
b   14 4823 10224   14 4824 10219    209 7.470732e-04  99.478307
b   14 4826 10225   14 4825 10223    209 7.470732e-04  99.479054
b   14 4825 10222   14 4825 10228    209 7.470732e-04  99.479801
b   14 4824 10225   14 4829 10221    209 7.470732e-04  99.480548
b   14 4826 10228   14 4830 10230    209 7.470732e-04  99.481295
b   14 4823 10226   14 4824 10228    208 7.434987e-04  99.482039
b   14 4824 10224   14 4828 10229    208 7.434987e-04  99.482782
b   14 4825 10227   14 4828 10229    208 7.434987e-04  99.483526
b   14 4823 10225   14 4823 10221    207 7.399242e-04  99.484266
b   14 4826 10227   14 4824 10219    207 7.399242e-04  99.485006
b   14 4826 10228   14 4826 10222    207 7.399242e-04  99.485746
b   14 4826 10224   14 4828 10226    207 7.399242e-04  99.486485
b   14 4824 10226   14 4822 10224    206 7.363497e-04  99.487222
b   14 4827 10226   14 4826 10223    206 7.363497e-04  99.487958
b   14 4825 10225   14 4830 10226    206 7.363497e-04  99.488695
b   14 4825 10223   14 4824 10221    205 7.327751e-04  99.489427
b   14 4825 10219   14 4825 10221    205 7.327751e-04  99.490160
b   14 4824 10223   14 4826 10230    205 7.327751e-04  99.490893
b   14 4826 10225   14 4823 10223    204 7.292006e-04  99.491622
b   14 4824 10226   14 4827 10224    204 7.292006e-04  99.492351
b   14 4825 10226   14 4822 10224    203 7.256261e-04  99.493077
b   14 4826 10225   14 4825 10222    203 7.256261e-04  99.493803
b   14 4824 10222   14 4828 10223    203 7.256261e-04  99.494528
b   14 4828 10225   14 4823 10223    202 7.220516e-04  99.495250
b   14 4825 10225   14 4824 10219    202 7.220516e-04  99.495972
b   14 4826 10222   14 4824 10226    202 7.220516e-04  99.496694
b   14 4827 10227   14 4830 10226    202 7.220516e-04  99.497416
b   14 4825 10229   14 4826 10224    201 7.184771e-04  99.498135
b   14 4826 10229   14 4827 10226    201 7.184771e-04  99.498853
b   14 4829 10225   14 4828 10227    201 7.184771e-04  99.499572
b   14 4829 10225   14 4830 10227    201 7.184771e-04  99.500290
b   14 4824 10221   14 4824 10227    200 7.149026e-04  99.501005
b   14 4824 10222   14 4828 10221    199 7.113281e-04  99.501716
b   14 4824 10224   14 4828 10220    198 7.077535e-04  99.502424
b   14 4824 10224   14 4828 10228    198 7.077535e-04  99.503132
b   14 4826 10229   14 4824 10228    197 7.041790e-04  99.503836
b   14 4825 10228   14 4827 10223    197 7.041790e-04  99.504540
b   14 4824 10227   14 4829 10230    197 7.041790e-04  99.505245
b   14 4830 10227   14 4830 10230    197 7.041790e-04  99.505949
b   14 4824 10222   14 4825 10229    196 7.006045e-04  99.506649
b   14 4827 10226   14 4830 10224    196 7.006045e-04  99.507350
b   14 4826 10224   14 4829 10226    195 6.970300e-04  99.508047
b   14 4824 10223   14 4825 10229    194 6.934555e-04  99.508740
b   14 4824 10221   14 4824 10219    193 6.898810e-04  99.509430
b   14 4824 10222   14 4824 10219    193 6.898810e-04  99.510120
b   14 4824 10220   14 4825 10222    193 6.898810e-04  99.510810
b   14 4827 10229   14 4826 10226    192 6.863065e-04  99.511496
b   14 4824 10225   14 4827 10219    192 6.863065e-04  99.512183
b   14 4823 10224   14 4827 10230    192 6.863065e-04  99.512869
b   14 4829 10226   14 4824 10226    191 6.827320e-04  99.513552
b   14 4824 10227   14 4827 10221    191 6.827320e-04  99.514234
b   14 4829 10227   14 4828 10230    191 6.827320e-04  99.514917
b   14 4824 10225   14 4830 10221    191 6.827320e-04  99.515600
b   14 4826 10223   14 4825 10219    190 6.791574e-04  99.516279
b   14 4824 10224   14 4830 10223    190 6.791574e-04  99.516958
b   14 4826 10225   14 4823 10224    189 6.755829e-04  99.517634
b   14 4827 10225   14 4826 10223    189 6.755829e-04  99.518309
b   14 4825 10224   14 4827 10228    189 6.755829e-04  99.518985
b   14 4823 10226   14 4829 10227    189 6.755829e-04  99.519661
b   14 4824 10220   14 4824 10222    188 6.720084e-04  99.520333
b   14 4825 10228   14 4825 10220    188 6.720084e-04  99.521005
b   14 4827 10221   14 4826 10222    188 6.720084e-04  99.521677
b   14 4826 10223   14 4826 10228    188 6.720084e-04  99.522349
b   14 4825 10226   14 4828 10221    188 6.720084e-04  99.523021
b   14 4825 10229   14 4825 10222    187 6.684339e-04  99.523689
b   14 4823 10223   14 4828 10224    187 6.684339e-04  99.524357
b   14 4827 10225   14 4823 10224    186 6.648594e-04  99.525022
b   14 4829 10226   14 4825 10227    186 6.648594e-04  99.525687
b   14 4826 10223   14 4826 10226    186 6.648594e-04  99.526352
b   14 4823 10226   14 4827 10227    186 6.648594e-04  99.527017
b   14 4825 10224   14 4829 10226    186 6.648594e-04  99.527682
b   14 4823 10224   14 4830 10225    186 6.648594e-04  99.528347
b   14 4826 10223   14 4825 10228    185 6.612849e-04  99.529008
b   14 4827 10223   14 4826 10225    185 6.612849e-04  99.529669
b   14 4830 10227   14 4829 10221    185 6.612849e-04  99.530330
b   14 4828 10226   14 4824 10225    183 6.541359e-04  99.530985
b   14 4824 10221   14 4825 10227    183 6.541359e-04  99.531639
b   14 4826 10230   14 4826 10226    183 6.541359e-04  99.532293
b   14 4826 10226   14 4827 10230    183 6.541359e-04  99.532947
b   14 4827 10227   14 4830 10225    183 6.541359e-04  99.533601
b   14 4826 10229   14 4824 10223    182 6.505613e-04  99.534252
b   14 4823 10226   14 4825 10220    182 6.505613e-04  99.534902
b   14 4828 10227   14 4826 10229    182 6.505613e-04  99.535553
b   14 4825 10229   14 4828 10227    182 6.505613e-04  99.536203
b   14 4826 10226   14 4824 10221    181 6.469868e-04  99.536850
b   14 4826 10230   14 4825 10224    181 6.469868e-04  99.537497
b   14 4826 10225   14 4826 10222    181 6.469868e-04  99.538144
b   14 4825 10227   14 4828 10222    181 6.469868e-04  99.538791
b   14 4829 10225   14 4830 10224    181 6.469868e-04  99.539438
b   14 4826 10225   14 4826 10228    180 6.434123e-04  99.540082
