  slev   sx    sy dlev   dx    dy  count       per       cum
b   14 4830 10224   14 4828 10223     19 6.791574e-05  99.949346
b   14 4828 10225   14 4828 10230     19 6.791574e-05  99.949413
b   14 4826 10228   14 4829 10222     19 6.791574e-05  99.949481
b   14 4830 10227   14 4830 10220     19 6.791574e-05  99.949549
b   14 4824 10222   14 4830 10223     19 6.791574e-05  99.949617
b   14 4829 10223   14 4830 10223     19 6.791574e-05  99.949685
b   14 4827 10229   14 4830 10225     19 6.791574e-05  99.949753
b   14 4826 10224   14 4830 10222     19 6.791574e-05  99.949821
b   14 4825 10228   14 4822 10219     18 6.434123e-05  99.949885
b   14 4826 10229   14 4823 10219     18 6.434123e-05  99.949950
b   14 4827 10230   14 4823 10224     18 6.434123e-05  99.950014
b   14 4828 10224   14 4823 10224     18 6.434123e-05  99.950078
b   14 4827 10228   14 4823 10225     18 6.434123e-05  99.950143
b   14 4825 10220   14 4824 10227     18 6.434123e-05  99.950207
b   14 4824 10223   14 4824 10228     18 6.434123e-05  99.950271
b   14 4827 10221   14 4825 10219     18 6.434123e-05  99.950336
b   14 4827 10224   14 4825 10223     18 6.434123e-05  99.950400
b   14 4826 10220   14 4825 10225     18 6.434123e-05  99.950464
b   14 4826 10220   14 4825 10226     18 6.434123e-05  99.950529
b   14 4826 10221   14 4825 10228     18 6.434123e-05  99.950593
b   14 4826 10222   14 4825 10228     18 6.434123e-05  99.950657
b   14 4830 10221   14 4826 10221     18 6.434123e-05  99.950722
b   14 4828 10225   14 4826 10222     18 6.434123e-05  99.950786
b   14 4825 10220   14 4826 10226     18 6.434123e-05  99.950850
b   14 4829 10230   14 4826 10228     18 6.434123e-05  99.950915
b   14 4826 10222   14 4826 10230     18 6.434123e-05  99.950979
b   14 4823 10220   14 4827 10221     18 6.434123e-05  99.951043
b   14 4824 10220   14 4827 10223     18 6.434123e-05  99.951108
b   14 4826 10221   14 4827 10225     18 6.434123e-05  99.951172
b   14 4827 10229   14 4827 10225     18 6.434123e-05  99.951236
b   14 4826 10221   14 4827 10226     18 6.434123e-05  99.951301
b   14 4824 10228   14 4827 10228     18 6.434123e-05  99.951365
b   14 4825 10220   14 4828 10222     18 6.434123e-05  99.951430
b   14 4825 10221   14 4828 10226     18 6.434123e-05  99.951494
b   14 4826 10225   14 4828 10228     18 6.434123e-05  99.951558
b   14 4826 10226   14 4828 10219     18 6.434123e-05  99.951623
b   14 4827 10219   14 4828 10219     18 6.434123e-05  99.951687
b   14 4827 10223   14 4829 10221     18 6.434123e-05  99.951751
b   14 4826 10222   14 4829 10225     18 6.434123e-05  99.951816
b   14 4825 10223   14 4829 10227     18 6.434123e-05  99.951880
b   14 4826 10221   14 4829 10227     18 6.434123e-05  99.951944
b   14 4827 10222   14 4830 10221     18 6.434123e-05  99.952009
b   14 4826 10225   14 4830 10223     18 6.434123e-05  99.952073
b   14 4828 10223   14 4830 10225     18 6.434123e-05  99.952137
b   14 4825 10219   14 4830 10227     18 6.434123e-05  99.952202
b   14 4828 10226   14 4830 10222     18 6.434123e-05  99.952266
b   14 4825 10226   14 4830 10228     18 6.434123e-05  99.952330
b   14 4825 10229   14 4823 10219     17 6.076672e-05  99.952391
b   14 4827 10225   14 4823 10219     17 6.076672e-05  99.952452
b   14 4827 10228   14 4823 10224     17 6.076672e-05  99.952513
b   14 4829 10225   14 4823 10224     17 6.076672e-05  99.952573
b   14 4825 10219   14 4823 10221     17 6.076672e-05  99.952634
b   14 4825 10220   14 4823 10221     17 6.076672e-05  99.952695
b   14 4827 10230   14 4823 10223     17 6.076672e-05  99.952756
b   14 4824 10227   14 4823 10222     17 6.076672e-05  99.952816
b   14 4825 10224   14 4823 10222     17 6.076672e-05  99.952877
b   14 4827 10226   14 4824 10220     17 6.076672e-05  99.952938
b   14 4826 10230   14 4824 10221     17 6.076672e-05  99.952999
b   14 4827 10221   14 4824 10223     17 6.076672e-05  99.953059
b   14 4830 10226   14 4824 10224     17 6.076672e-05  99.953120
b   14 4823 10219   14 4824 10226     17 6.076672e-05  99.953181
b   14 4826 10224   14 4824 10228     17 6.076672e-05  99.953242
b   14 4827 10226   14 4825 10219     17 6.076672e-05  99.953303
b   14 4823 10219   14 4825 10220     17 6.076672e-05  99.953363
b   14 4827 10227   14 4825 10220     17 6.076672e-05  99.953424
b   14 4824 10220   14 4825 10223     17 6.076672e-05  99.953485
b   14 4826 10219   14 4825 10226     17 6.076672e-05  99.953546
b   14 4827 10226   14 4826 10220     17 6.076672e-05  99.953606
b   14 4826 10220   14 4826 10224     17 6.076672e-05  99.953667
b   14 4827 10222   14 4826 10229     17 6.076672e-05  99.953728
b   14 4830 10226   14 4826 10229     17 6.076672e-05  99.953789
b   14 4825 10228   14 4827 10219     17 6.076672e-05  99.953849
b   14 4825 10229   14 4827 10221     17 6.076672e-05  99.953910
b   14 4826 10228   14 4827 10224     17 6.076672e-05  99.953971
b   14 4827 10224   14 4827 10225     17 6.076672e-05  99.954032
b   14 4828 10223   14 4827 10225     17 6.076672e-05  99.954093
b   14 4827 10222   14 4827 10226     17 6.076672e-05  99.954153
b   14 4827 10230   14 4827 10227     17 6.076672e-05  99.954214
b   14 4825 10223   14 4828 10221     17 6.076672e-05  99.954275
b   14 4825 10228   14 4828 10221     17 6.076672e-05  99.954336
b   14 4826 10219   14 4828 10221     17 6.076672e-05  99.954396
b   14 4827 10220   14 4828 10222     17 6.076672e-05  99.954457
b   14 4827 10227   14 4828 10222     17 6.076672e-05  99.954518
b   14 4828 10225   14 4828 10222     17 6.076672e-05  99.954579
b   14 4825 10230   14 4828 10230     17 6.076672e-05  99.954639
b   14 4824 10223   14 4828 10219     17 6.076672e-05  99.954700
b   14 4825 10228   14 4828 10219     17 6.076672e-05  99.954761
b   14 4828 10220   14 4828 10219     17 6.076672e-05  99.954822
b   14 4828 10221   14 4829 10219     17 6.076672e-05  99.954882
b   14 4826 10224   14 4830 10223     17 6.076672e-05  99.954943
b   14 4823 10226   14 4830 10224     17 6.076672e-05  99.955004
b   14 4824 10223   14 4830 10226     17 6.076672e-05  99.955065
b   14 4825 10230   14 4830 10227     17 6.076672e-05  99.955126
b   14 4827 10222   14 4830 10227     17 6.076672e-05  99.955186
b   14 4825 10223   14 4823 10219     16 5.719221e-05  99.955244
b   14 4827 10222   14 4823 10219     16 5.719221e-05  99.955301
b   14 4828 10227   14 4823 10226     16 5.719221e-05  99.955358
b   14 4823 10221   14 4824 10220     16 5.719221e-05  99.955415
b   14 4827 10227   14 4824 10220     16 5.719221e-05  99.955472
b   14 4828 10221   14 4824 10222     16 5.719221e-05  99.955529
b   14 4829 10225   14 4824 10223     16 5.719221e-05  99.955587
b   14 4828 10223   14 4824 10226     16 5.719221e-05  99.955644
b   14 4826 10229   14 4825 10219     16 5.719221e-05  99.955701
b   14 4823 10221   14 4825 10220     16 5.719221e-05  99.955758
b   14 4828 10226   14 4825 10221     16 5.719221e-05  99.955815
b   14 4823 10222   14 4825 10222     16 5.719221e-05  99.955873
b   14 4828 10226   14 4825 10224     16 5.719221e-05  99.955930
b   14 4823 10219   14 4825 10226     16 5.719221e-05  99.955987
b   14 4827 10222   14 4825 10227     16 5.719221e-05  99.956044
b   14 4826 10222   14 4825 10229     16 5.719221e-05  99.956101
b   14 4829 10220   14 4826 10221     16 5.719221e-05  99.956159
b   14 4829 10226   14 4826 10222     16 5.719221e-05  99.956216
b   14 4826 10219   14 4826 10223     16 5.719221e-05  99.956273
b   14 4828 10224   14 4826 10224     16 5.719221e-05  99.956330
b   14 4827 10222   14 4826 10227     16 5.719221e-05  99.956387
b   14 4826 10228   14 4827 10220     16 5.719221e-05  99.956445
b   14 4825 10219   14 4827 10222     16 5.719221e-05  99.956502
b   14 4826 10224   14 4828 10220     16 5.719221e-05  99.956559
b   14 4828 10222   14 4828 10220     16 5.719221e-05  99.956616
b   14 4826 10220   14 4828 10222     16 5.719221e-05  99.956673
b   14 4825 10223   14 4828 10224     16 5.719221e-05  99.956731
b   14 4827 10222   14 4828 10227     16 5.719221e-05  99.956788
b   14 4827 10230   14 4828 10227     16 5.719221e-05  99.956845
b   14 4826 10223   14 4828 10229     16 5.719221e-05  99.956902
b   14 4828 10227   14 4828 10229     16 5.719221e-05  99.956959
b   14 4829 10226   14 4828 10229     16 5.719221e-05  99.957016
b   14 4829 10226   14 4828 10230     16 5.719221e-05  99.957074
b   14 4830 10230   14 4828 10230     16 5.719221e-05  99.957131
b   14 4826 10227   14 4828 10219     16 5.719221e-05  99.957188
b   14 4827 10222   14 4828 10219     16 5.719221e-05  99.957245
b   14 4824 10221   14 4829 10221     16 5.719221e-05  99.957302
b   14 4826 10224   14 4829 10221     16 5.719221e-05  99.957360
b   14 4825 10227   14 4829 10222     16 5.719221e-05  99.957417
b   14 4826 10224   14 4829 10222     16 5.719221e-05  99.957474
b   14 4826 10222   14 4829 10219     16 5.719221e-05  99.957531
b   14 4824 10224   14 4830 10220     16 5.719221e-05  99.957588
b   14 4825 10226   14 4830 10220     16 5.719221e-05  99.957646
b   14 4826 10226   14 4830 10221     16 5.719221e-05  99.957703
b   14 4825 10220   14 4830 10227     16 5.719221e-05  99.957760
b   14 4827 10223   14 4830 10227     16 5.719221e-05  99.957817
b   14 4829 10227   14 4830 10229     16 5.719221e-05  99.957874
b   14 4827 10227   14 4830 10222     16 5.719221e-05  99.957932
b   14 4828 10223   14 4830 10222     16 5.719221e-05  99.957989
b   14 4825 10227   14 4822 10224     15 5.361769e-05  99.958042
b   14 4825 10229   14 4823 10221     15 5.361769e-05  99.958096
b   14 4826 10220   14 4823 10223     15 5.361769e-05  99.958150
b   14 4823 10221   14 4823 10222     15 5.361769e-05  99.958203
b   14 4826 10223   14 4823 10222     15 5.361769e-05  99.958257
b   14 4826 10227   14 4823 10222     15 5.361769e-05  99.958310
b   14 4827 10224   14 4824 10226     15 5.361769e-05  99.958364
b   14 4828 10230   14 4824 10226     15 5.361769e-05  99.958418
b   14 4827 10227   14 4824 10228     15 5.361769e-05  99.958471
b   14 4826 10230   14 4825 10220     15 5.361769e-05  99.958525
b   14 4827 10220   14 4825 10220     15 5.361769e-05  99.958579
b   14 4827 10221   14 4825 10223     15 5.361769e-05  99.958632
b   14 4823 10220   14 4825 10224     15 5.361769e-05  99.958686
b   14 4824 10220   14 4825 10224     15 5.361769e-05  99.958739
b   14 4828 10230   14 4825 10226     15 5.361769e-05  99.958793
b   14 4828 10220   14 4826 10219     15 5.361769e-05  99.958847
b   14 4827 10229   14 4826 10221     15 5.361769e-05  99.958900
b   14 4823 10219   14 4826 10222     15 5.361769e-05  99.958954
b   14 4827 10229   14 4826 10222     15 5.361769e-05  99.959007
b   14 4827 10229   14 4826 10223     15 5.361769e-05  99.959061
b   14 4830 10225   14 4826 10223     15 5.361769e-05  99.959115
b   14 4824 10228   14 4826 10224     15 5.361769e-05  99.959168
b   14 4826 10226   14 4827 10219     15 5.361769e-05  99.959222
b   14 4823 10226   14 4827 10220     15 5.361769e-05  99.959276
b   14 4824 10220   14 4827 10221     15 5.361769e-05  99.959329
b   14 4823 10220   14 4827 10222     15 5.361769e-05  99.959383
b   14 4826 10220   14 4827 10223     15 5.361769e-05  99.959436
b   14 4824 10222   14 4827 10228     15 5.361769e-05  99.959490
b   14 4830 10224   14 4827 10229     15 5.361769e-05  99.959544
b   14 4829 10226   14 4827 10230     15 5.361769e-05  99.959597
b   14 4829 10220   14 4828 10220     15 5.361769e-05  99.959651
b   14 4829 10221   14 4828 10220     15 5.361769e-05  99.959705
b   14 4830 10221   14 4828 10221     15 5.361769e-05  99.959758
b   14 4828 10226   14 4828 10222     15 5.361769e-05  99.959812
b   14 4827 10229   14 4828 10225     15 5.361769e-05  99.959865
b   14 4824 10222   14 4828 10229     15 5.361769e-05  99.959919
b   14 4824 10223   14 4829 10220     15 5.361769e-05  99.959973
b   14 4828 10222   14 4829 10220     15 5.361769e-05  99.960026
b   14 4825 10224   14 4829 10221     15 5.361769e-05  99.960080
b   14 4827 10223   14 4829 10222     15 5.361769e-05  99.960133
b   14 4828 10224   14 4829 10223     15 5.361769e-05  99.960187
b   14 4825 10222   14 4829 10224     15 5.361769e-05  99.960241
b   14 4827 10222   14 4829 10225     15 5.361769e-05  99.960294
b   14 4826 10221   14 4829 10219     15 5.361769e-05  99.960348
b   14 4827 10221   14 4829 10219     15 5.361769e-05  99.960402
b   14 4828 10220   14 4830 10221     15 5.361769e-05  99.960455
b   14 4825 10224   14 4830 10223     15 5.361769e-05  99.960509
b   14 4826 10228   14 4830 10223     15 5.361769e-05  99.960562
b   14 4826 10229   14 4830 10224     15 5.361769e-05  99.960616
b   14 4825 10220   14 4822 10219     14 5.004318e-05  99.960666
b   14 4822 10224   14 4823 10224     14 5.004318e-05  99.960716
b   14 4823 10220   14 4823 10221     14 5.004318e-05  99.960766
b   14 4827 10222   14 4823 10221     14 5.004318e-05  99.960816
b   14 4826 10224   14 4823 10222     14 5.004318e-05  99.960866
b   14 4827 10230   14 4823 10225     14 5.004318e-05  99.960916
b   14 4826 10221   14 4823 10226     14 5.004318e-05  99.960966
b   14 4827 10223   14 4824 10219     14 5.004318e-05  99.961016
b   14 4828 10226   14 4824 10221     14 5.004318e-05  99.961066
b   14 4827 10220   14 4824 10222     14 5.004318e-05  99.961116
b   14 4823 10222   14 4824 10224     14 5.004318e-05  99.961166
b   14 4828 10221   14 4824 10224     14 5.004318e-05  99.961217
b   14 4827 10224   14 4824 10225     14 5.004318e-05  99.961267
b   14 4823 10222   14 4824 10226     14 5.004318e-05  99.961317
b   14 4823 10221   14 4825 10219     14 5.004318e-05  99.961367
b   14 4827 10224   14 4825 10222     14 5.004318e-05  99.961417
b   14 4829 10226   14 4825 10222     14 5.004318e-05  99.961467
b   14 4827 10228   14 4825 10223     14 5.004318e-05  99.961517
b   14 4827 10229   14 4825 10223     14 5.004318e-05  99.961567
b   14 4828 10227   14 4825 10223     14 5.004318e-05  99.961617
b   14 4823 10220   14 4825 10225     14 5.004318e-05  99.961667
b   14 4823 10221   14 4825 10227     14 5.004318e-05  99.961717
b   14 4826 10225   14 4826 10219     14 5.004318e-05  99.961767
b   14 4823 10219   14 4826 10221     14 5.004318e-05  99.961817
b   14 4824 10219   14 4826 10223     14 5.004318e-05  99.961867
b   14 4828 10221   14 4826 10223     14 5.004318e-05  99.961917
b   14 4826 10219   14 4826 10224     14 5.004318e-05  99.961967
b   14 4828 10228   14 4826 10226     14 5.004318e-05  99.962017
b   14 4824 10220   14 4826 10227     14 5.004318e-05  99.962067
b   14 4824 10220   14 4826 10228     14 5.004318e-05  99.962117
b   14 4824 10221   14 4827 10219     14 5.004318e-05  99.962167
b   14 4828 10219   14 4827 10220     14 5.004318e-05  99.962217
b   14 4827 10219   14 4827 10221     14 5.004318e-05  99.962267
b   14 4824 10228   14 4827 10225     14 5.004318e-05  99.962317
b   14 4827 10222   14 4827 10225     14 5.004318e-05  99.962368
b   14 4825 10222   14 4827 10228     14 5.004318e-05  99.962418
b   14 4824 10221   14 4828 10220     14 5.004318e-05  99.962468
b   14 4826 10229   14 4828 10221     14 5.004318e-05  99.962518
b   14 4829 10222   14 4828 10221     14 5.004318e-05  99.962568
b   14 4825 10229   14 4828 10223     14 5.004318e-05  99.962618
b   14 4829 10224   14 4828 10223     14 5.004318e-05  99.962668
b   14 4830 10223   14 4828 10223     14 5.004318e-05  99.962718
b   14 4827 10226   14 4828 10229     14 5.004318e-05  99.962768
b   14 4828 10221   14 4828 10219     14 5.004318e-05  99.962818
b   14 4830 10221   14 4829 10220     14 5.004318e-05  99.962868
b   14 4824 10227   14 4829 10222     14 5.004318e-05  99.962918
b   14 4828 10223   14 4829 10226     14 5.004318e-05  99.962968
b   14 4828 10222   14 4830 10221     14 5.004318e-05  99.963018
b   14 4829 10220   14 4830 10221     14 5.004318e-05  99.963068
b   14 4824 10221   14 4830 10224     14 5.004318e-05  99.963118
b   14 4825 10221   14 4830 10224     14 5.004318e-05  99.963168
b   14 4825 10224   14 4830 10222     14 5.004318e-05  99.963218
b   14 4827 10223   14 4830 10222     14 5.004318e-05  99.963268
b   14 4824 10226   14 4830 10228     14 5.004318e-05  99.963318
b   14 4825 10229   14 4822 10219     13 4.646867e-05  99.963365
b   14 4826 10220   14 4823 10219     13 4.646867e-05  99.963411
b   14 4827 10223   14 4823 10220     13 4.646867e-05  99.963458
b   14 4823 10222   14 4823 10223     13 4.646867e-05  99.963504
b   14 4826 10219   14 4823 10223     13 4.646867e-05  99.963551
b   14 4826 10219   14 4824 10219     13 4.646867e-05  99.963597
b   14 4826 10220   14 4824 10219     13 4.646867e-05  99.963644
b   14 4823 10222   14 4824 10221     13 4.646867e-05  99.963690
b   14 4824 10228   14 4824 10221     13 4.646867e-05  99.963737
b   14 4823 10222   14 4824 10225     13 4.646867e-05  99.963783
b   14 4828 10222   14 4824 10225     13 4.646867e-05  99.963830
b   14 4829 10226   14 4825 10219     13 4.646867e-05  99.963876
b   14 4827 10225   14 4825 10220     13 4.646867e-05  99.963922
b   14 4830 10225   14 4825 10220     13 4.646867e-05  99.963969
b   14 4828 10222   14 4825 10221     13 4.646867e-05  99.964015
b   14 4826 10220   14 4825 10223     13 4.646867e-05  99.964062
b   14 4828 10223   14 4825 10224     13 4.646867e-05  99.964108
b   14 4829 10225   14 4825 10224     13 4.646867e-05  99.964155
b   14 4824 10220   14 4825 10225     13 4.646867e-05  99.964201
b   14 4825 10219   14 4825 10227     13 4.646867e-05  99.964248
b   14 4829 10225   14 4825 10229     13 4.646867e-05  99.964294
b   14 4827 10228   14 4825 10230     13 4.646867e-05  99.964341
b   14 4827 10230   14 4825 10230     13 4.646867e-05  99.964387
b   14 4823 10220   14 4826 10219     13 4.646867e-05  99.964434
b   14 4827 10225   14 4826 10219     13 4.646867e-05  99.964480
b   14 4823 10221   14 4826 10220     13 4.646867e-05  99.964527
b   14 4826 10230   14 4826 10220     13 4.646867e-05  99.964573
b   14 4827 10219   14 4826 10220     13 4.646867e-05  99.964619
b   14 4827 10227   14 4826 10220     13 4.646867e-05  99.964666
b   14 4828 10225   14 4826 10221     13 4.646867e-05  99.964712
b   14 4827 10220   14 4826 10223     13 4.646867e-05  99.964759
b   14 4826 10219   14 4826 10227     13 4.646867e-05  99.964805
b   14 4825 10220   14 4826 10228     13 4.646867e-05  99.964852
b   14 4828 10219   14 4827 10219     13 4.646867e-05  99.964898
b   14 4824 10220   14 4827 10220     13 4.646867e-05  99.964945
b   14 4827 10223   14 4827 10220     13 4.646867e-05  99.964991
b   14 4827 10229   14 4827 10221     13 4.646867e-05  99.965038
b   14 4828 10223   14 4827 10221     13 4.646867e-05  99.965084
b   14 4828 10227   14 4827 10221     13 4.646867e-05  99.965131
b   14 4824 10228   14 4827 10226     13 4.646867e-05  99.965177
b   14 4825 10223   14 4827 10229     13 4.646867e-05  99.965224
b   14 4827 10226   14 4828 10221     13 4.646867e-05  99.965270
b   14 4828 10223   14 4828 10221     13 4.646867e-05  99.965317
b   14 4828 10224   14 4828 10226     13 4.646867e-05  99.965363
b   14 4826 10224   14 4828 10228     13 4.646867e-05  99.965409
b   14 4828 10225   14 4828 10228     13 4.646867e-05  99.965456
b   14 4824 10221   14 4828 10219     13 4.646867e-05  99.965502
b   14 4824 10227   14 4828 10219     13 4.646867e-05  99.965549
b   14 4825 10219   14 4828 10219     13 4.646867e-05  99.965595
b   14 4826 10226   14 4829 10220     13 4.646867e-05  99.965642
b   14 4826 10229   14 4829 10221     13 4.646867e-05  99.965688
b   14 4825 10223   14 4829 10223     13 4.646867e-05  99.965735
b   14 4829 10224   14 4829 10223     13 4.646867e-05  99.965781
b   14 4830 10222   14 4829 10225     13 4.646867e-05  99.965828
b   14 4827 10228   14 4829 10226     13 4.646867e-05  99.965874
b   14 4829 10224   14 4829 10226     13 4.646867e-05  99.965921
b   14 4829 10226   14 4829 10230     13 4.646867e-05  99.965967
b   14 4826 10223   14 4829 10219     13 4.646867e-05  99.966014
b   14 4824 10225   14 4830 10220     13 4.646867e-05  99.966060
b   14 4827 10223   14 4830 10224     13 4.646867e-05  99.966106
b   14 4829 10224   14 4830 10224     13 4.646867e-05  99.966153
b   14 4830 10222   14 4830 10224     13 4.646867e-05  99.966199
b   14 4825 10223   14 4830 10226     13 4.646867e-05  99.966246
b   14 4824 10220   14 4830 10227     13 4.646867e-05  99.966292
b   14 4824 10222   14 4830 10222     13 4.646867e-05  99.966339
b   14 4824 10227   14 4822 10224     12 4.289415e-05  99.966382
b   14 4826 10230   14 4823 10219     12 4.289415e-05  99.966425
b   14 4825 10226   14 4823 10227     12 4.289415e-05  99.966467
b   14 4824 10220   14 4823 10222     12 4.289415e-05  99.966510
b   14 4823 10221   14 4823 10225     12 4.289415e-05  99.966553
b   14 4826 10229   14 4824 10220     12 4.289415e-05  99.966596
b   14 4828 10225   14 4824 10221     12 4.289415e-05  99.966639
b   14 4827 10224   14 4824 10222     12 4.289415e-05  99.966682
b   14 4827 10228   14 4824 10222     12 4.289415e-05  99.966725
b   14 4824 10220   14 4824 10227     12 4.289415e-05  99.966768
b   14 4827 10222   14 4824 10227     12 4.289415e-05  99.966811
b   14 4828 10221   14 4825 10221     12 4.289415e-05  99.966854
b   14 4828 10222   14 4825 10223     12 4.289415e-05  99.966896
b   14 4829 10224   14 4825 10225     12 4.289415e-05  99.966939
b   14 4823 10222   14 4825 10226     12 4.289415e-05  99.966982
b   14 4827 10224   14 4825 10226     12 4.289415e-05  99.967025
b   14 4829 10224   14 4825 10227     12 4.289415e-05  99.967068
b   14 4829 10221   14 4826 10219     12 4.289415e-05  99.967111
b   14 4828 10226   14 4826 10221     12 4.289415e-05  99.967154
b   14 4829 10220   14 4826 10222     12 4.289415e-05  99.967197
b   14 4825 10220   14 4826 10225     12 4.289415e-05  99.967240
b   14 4828 10223   14 4826 10225     12 4.289415e-05  99.967282
b   14 4830 10224   14 4826 10228     12 4.289415e-05  99.967325
b   14 4830 10225   14 4826 10228     12 4.289415e-05  99.967368
b   14 4827 10221   14 4826 10229     12 4.289415e-05  99.967411
b   14 4830 10221   14 4827 10221     12 4.289415e-05  99.967454
b   14 4825 10221   14 4827 10229     12 4.289415e-05  99.967497
b   14 4824 10223   14 4828 10220     12 4.289415e-05  99.967540
b   14 4826 10225   14 4828 10221     12 4.289415e-05  99.967583
b   14 4829 10226   14 4828 10222     12 4.289415e-05  99.967626
b   14 4826 10222   14 4828 10225     12 4.289415e-05  99.967669
b   14 4829 10224   14 4828 10225     12 4.289415e-05  99.967711
b   14 4824 10228   14 4828 10226     12 4.289415e-05  99.967754
b   14 4827 10228   14 4828 10226     12 4.289415e-05  99.967797
b   14 4825 10220   14 4828 10219     12 4.289415e-05  99.967840
b   14 4823 10225   14 4829 10220     12 4.289415e-05  99.967883
b   14 4827 10226   14 4829 10221     12 4.289415e-05  99.967926
b   14 4826 10222   14 4829 10222     12 4.289415e-05  99.967969
b   14 4828 10222   14 4829 10222     12 4.289415e-05  99.968012
b   14 4824 10223   14 4829 10223     12 4.289415e-05  99.968055
b   14 4827 10222   14 4829 10223     12 4.289415e-05  99.968097
b   14 4828 10227   14 4829 10223     12 4.289415e-05  99.968140
b   14 4824 10228   14 4829 10226     12 4.289415e-05  99.968183
b   14 4827 10220   14 4829 10219     12 4.289415e-05  99.968226
b   14 4826 10229   14 4829 10229     12 4.289415e-05  99.968269
b   14 4829 10227   14 4830 10220     12 4.289415e-05  99.968312
b   14 4825 10224   14 4830 10221     12 4.289415e-05  99.968355
b   14 4830 10222   14 4830 10221     12 4.289415e-05  99.968398
b   14 4830 10222   14 4830 10223     12 4.289415e-05  99.968441
b   14 4825 10223   14 4830 10224     12 4.289415e-05  99.968484
b   14 4827 10229   14 4830 10224     12 4.289415e-05  99.968526
b   14 4825 10223   14 4830 10225     12 4.289415e-05  99.968569
b   14 4825 10228   14 4830 10229     12 4.289415e-05  99.968612
b   14 4827 10229   14 4830 10229     12 4.289415e-05  99.968655
b   14 4824 10223   14 4830 10230     12 4.289415e-05  99.968698
b   14 4827 10227   14 4830 10230     12 4.289415e-05  99.968741
b   14 4824 10221   14 4830 10222     12 4.289415e-05  99.968784
b   14 4826 10222   14 4830 10222     12 4.289415e-05  99.968827
b   14 4829 10221   14 4830 10222     12 4.289415e-05  99.968870
b   14 4823 10221   14 4823 10219     11 3.931964e-05  99.968909
b   14 4827 10226   14 4823 10219     11 3.931964e-05  99.968948
b   14 4827 10227   14 4823 10219     11 3.931964e-05  99.968988
b   14 4829 10226   14 4823 10219     11 3.931964e-05  99.969027
b   14 4824 10219   14 4823 10220     11 3.931964e-05  99.969066
b   14 4827 10226   14 4823 10220     11 3.931964e-05  99.969105
b   14 4823 10222   14 4823 10221     11 3.931964e-05  99.969145
b   14 4827 10221   14 4823 10223     11 3.931964e-05  99.969184
b   14 4825 10230   14 4823 10226     11 3.931964e-05  99.969223
b   14 4829 10225   14 4824 10222     11 3.931964e-05  99.969263
b   14 4827 10220   14 4824 10224     11 3.931964e-05  99.969302
b   14 4829 10221   14 4824 10224     11 3.931964e-05  99.969341
b   14 4830 10222   14 4824 10226     11 3.931964e-05  99.969381
b   14 4829 10224   14 4824 10227     11 3.931964e-05  99.969420
b   14 4827 10225   14 4824 10228     11 3.931964e-05  99.969459
b   14 4824 10219   14 4825 10221     11 3.931964e-05  99.969499
b   14 4828 10227   14 4825 10221     11 3.931964e-05  99.969538
b   14 4829 10221   14 4825 10222     11 3.931964e-05  99.969577
b   14 4823 10221   14 4825 10223     11 3.931964e-05  99.969617
b   14 4824 10228   14 4825 10223     11 3.931964e-05  99.969656
b   14 4829 10226   14 4825 10223     11 3.931964e-05  99.969695
b   14 4827 10221   14 4825 10226     11 3.931964e-05  99.969735
b   14 4828 10223   14 4825 10226     11 3.931964e-05  99.969774
b   14 4830 10223   14 4825 10226     11 3.931964e-05  99.969813
b   14 4827 10225   14 4826 10220     11 3.931964e-05  99.969853
b   14 4827 10224   14 4826 10221     11 3.931964e-05  99.969892
b   14 4829 10221   14 4826 10222     11 3.931964e-05  99.969931
b   14 4829 10225   14 4826 10222     11 3.931964e-05  99.969971
b   14 4823 10219   14 4826 10223     11 3.931964e-05  99.970010
b   14 4830 10226   14 4826 10225     11 3.931964e-05  99.970049
b   14 4823 10219   14 4826 10227     11 3.931964e-05  99.970088
b   14 4826 10220   14 4826 10227     11 3.931964e-05  99.970128
b   14 4828 10223   14 4826 10227     11 3.931964e-05  99.970167
b   14 4825 10220   14 4826 10229     11 3.931964e-05  99.970206
b   14 4826 10228   14 4827 10219     11 3.931964e-05  99.970246
b   14 4827 10225   14 4827 10221     11 3.931964e-05  99.970285
b   14 4828 10219   14 4827 10221     11 3.931964e-05  99.970324
b   14 4826 10230   14 4827 10224     11 3.931964e-05  99.970364
b   14 4828 10226   14 4827 10224     11 3.931964e-05  99.970403
b   14 4829 10226   14 4827 10224     11 3.931964e-05  99.970442
b   14 4826 10221   14 4827 10227     11 3.931964e-05  99.970482
b   14 4824 10221   14 4827 10229     11 3.931964e-05  99.970521
b   14 4826 10225   14 4827 10230     11 3.931964e-05  99.970560
b   14 4827 10219   14 4828 10220     11 3.931964e-05  99.970600
b   14 4828 10219   14 4828 10220     11 3.931964e-05  99.970639
b   14 4830 10221   14 4828 10220     11 3.931964e-05  99.970678
b   14 4825 10229   14 4828 10222     11 3.931964e-05  99.970718
b   14 4829 10225   14 4828 10222     11 3.931964e-05  99.970757
b   14 4825 10229   14 4828 10228     11 3.931964e-05  99.970796
b   14 4824 10223   14 4828 10229     11 3.931964e-05  99.970836
b   14 4826 10228   14 4828 10219     11 3.931964e-05  99.970875
b   14 4826 10225   14 4829 10221     11 3.931964e-05  99.970914
b   14 4826 10228   14 4829 10221     11 3.931964e-05  99.970954
